5187.949880032043, 6954.239099458535
17707.27805918426, 6954.239099458535
30226.606238336477, 6954.239099458535
42745.934417488694, 6954.239099458535
55265.26259664091, 6947.443181818181
67784.59077579313, 6945.874893131946
80303.91895494534, 6945.874893131946
92823.24713409756, 6942.215552864063
105342.57531324984, 6936.9879239099455
117861.90349240205, 6929.146480478768
130381.23167155427, 6928.100954687945
142900.5598507065, 6919.736748361356
155419.8880298587, 6912.418067825591
167939.21620901092, 6905.622150185238
180458.5443881632, 6898.826232544884
192977.8725673154, 6888.3709746366485
205497.20074646763, 6881.052294100883
218016.52892561984, 6871.119799088059
230535.85710477206, 6860.141778284411
243055.18528392428, 6847.595468794528
255574.5134630765, 6836.094685095468
268093.8416422287, 6824.071138500997
280613.1698213809, 6809.433777429466
293132.49800053315, 6794.273653462525
305651.82617968536, 6779.113529495582
318171.1543588376, 6762.907879737817
330690.4825379898, 6745.133941293816
343209.810717142, 6725.268951268167
355729.13889629435, 6706.449487033342
368248.46707544656, 6684.493445426047
380767.7952545988, 6661.491878027928
393287.123433751, 6637.444784838985
405806.4516129032, 6611.829402963807
418325.77979205543, 6584.645732402393
430845.10797120765, 6555.371010259332
443364.43615035986, 6524.005236534625
455796.8245504902, 6487.702257686584
468490.0322876862, 6451.922041733954
480296.4542788589, 6413.9113707609
489920.6878165822, 6375.540574237674
500341.6058747969, 6344.412420010881
