set_id,time,channel,param_id,amplitude,duration,energy,rms,threshold,rise_time,signal_strength,counts,trai
772,275.6954109,7,8,0.030465077656035525,0.0032563,5126188.3528343355,3.7012117681390364e-06,0.00017810493607935623,0.00039210000000000004,6021.161757097919,128,205
773,275.6995361,5,6,0.00020855022429804962,0.0001973,422.72534499421226,3.66130651996503e-06,0.00017810493607935623,1.9000000000000002e-06,43.54406570762494,1,206
791,281.7197677,3,4,0.09976159817060352,0.0034201000000000006,36298702.12256153,3.671282832008532e-06,0.00017810493607935623,2.0600000000000003e-05,11275.258189344257,139,207
792,281.7197758,1,2,0.07748173625216372,0.006428400000000001,24231048.81294722,3.7111880801825374e-06,0.00017810493607935623,9.99e-05,13288.512392335004,223,208
793,281.71977799999996,5,6,0.06914429407347453,0.0031702,14467661.799802879,3.66130651996503e-06,0.00017810493607935623,9.11e-05,8281.975104433039,123,209
794,281.7197783,4,5,0.05734978941755271,0.0036595,12133228.94043894,3.6812591440520326e-06,0.00017810493607935623,0.00011570000000000001,8943.60718639662,120,210
795,281.7197826,2,3,0.02116708663404657,0.0032312000000000005,1831279.3617737396,3.6912354560955345e-06,0.00017810493607935623,0.0001594,4176.333311336614,125,211
796,281.71978939999997,7,8,0.03926528821564885,0.0034782000000000003,11449191.855760865,3.7211643922260393e-06,0.00017810493607935623,0.00017410000000000003,9502.826197833621,120,212
797,281.7197921,8,9,0.01951695201259339,0.004031,3425394.4211756573,3.751093328356543e-06,0.00017810493607935623,0.0003993,5715.569026579725,138,213
798,281.71979319999997,6,7,0.02054752501879616,0.0029919,4148741.9745628345,3.820927512661053e-06,0.00017810493607935623,0.0002991,6064.973741321476,112,214
800,281.79025659999996,3,4,0.09976159817060352,0.0034157000000000002,39313124.047454104,4.638985100228173e-06,0.00017810493607935623,2.0200000000000003e-05,11936.28136558981,144,215
801,281.7902651,1,2,0.08745865720142952,0.0069733,31129186.034698144,8.539723109237237e-06,0.00017810493607935623,8.410000000000001e-05,14711.61030216718,237,216
802,281.7902668,5,6,0.09196608212220708,0.0029265,37428547.19655378,6.135431906753388e-06,0.00017810493607935623,9.09e-05,16296.942615887889,133,217
803,281.7902674,4,5,0.07669320328729955,0.0031916,21886951.29221766,4.8584639651852035e-06,0.00017810493607935623,0.0001147,12186.424705801495,137,218
804,281.7902717,2,3,0.02400763202485066,0.0028409,2489526.86499467,4.479364107532149e-06,0.00017810493607935623,0.00010960000000000001,4633.97710651504,122,219
805,281.7902778,7,8,0.04689335517884247,0.0034548,11579980.31751868,4.968203397663719e-06,0.00017810493607935623,0.0001732,9156.529337876684,119,220
806,281.7902812,8,9,0.020657128056383454,0.0041608,4816360.08560952,6.394816019884426e-06,0.00017810493607935623,0.00040290000000000004,6862.718171870185,151,221
807,281.7902825,6,7,0.02058405936465859,0.0030753,4058179.04429471,5.437090063708287e-06,0.00017810493607935623,0.0001117,6298.705854620868,117,222
808,281.7943347,4,5,0.00018267172931216028,5e-07,186.70162392797533,4.8584639651852035e-06,0.00017810493607935623,2.0000000000000002e-07,22.88328578921374,0,223
812,283.4725241,6,7,0.005795260612428283,0.0006868000000000001,23701.62213282763,3.781022264487048e-06,0.00017810493607935623,1.0300000000000001e-05,215.79131522341171,27,224
813,283.472566,8,9,0.0012102002066930618,0.0006104,6257.791475443642,3.7411170163130417e-06,0.00017810493607935623,6.26e-05,167.62200168164537,41,225
814,283.4725687,4,5,0.001654701414685985,0.0008921000000000001,15532.284844523952,3.6812591440520326e-06,0.00017810493607935623,7.02e-05,262.70141174029595,34,226
815,283.4725835,2,3,0.0010792854673526801,0.0003666,4739.019033022053,3.7111880801825374e-06,0.00017810493607935623,8.030000000000001e-05,115.74688793996008,37,227
816,283.4726204,3,4,0.0005784604761551741,0.00028660000000000003,1361.0955995411337,3.631377583834526e-06,0.00017810493607935623,8.290000000000001e-05,66.24041744140405,11,228
817,283.4726996,5,6,0.0003759993095008632,0.000531,1450.5410850544292,3.66130651996503e-06,0.00017810493607935623,0.0003222,94.03209222364225,12,229
818,283.4727076,7,8,0.00035620987215871246,0.0003641,951.4160331258382,3.6812591440520326e-06,0.00017810493607935623,0.0002519,64.97084901931548,10,230
819,283.4727449,1,2,0.0006682740764003196,0.0005316,3074.0245686486605,3.7311407042695407e-06,0.00017810493607935623,0.0003691,120.92015092032675,16,231
821,283.5345579,6,7,0.00026639627191356704,0.0001002,274.74820866885415,4.34967205096663e-06,0.00017810493607935623,1.4000000000000001e-06,27.74478904195003,2,232
883,315.49096729999997,3,4,0.09976159817060352,0.0034214000000000002,67033356.31108154,3.6114249597475234e-06,0.00017810493607935623,1.38e-05,19607.97218944914,145,233
884,315.4909772,4,5,0.09976159817060352,0.0039056000000000004,20103256.761150684,3.6413538958780273e-06,0.00017810493607935623,8.45e-05,9038.538023460073,122,234
885,315.4909805,2,3,0.06388943732692805,0.003601,15922955.549568579,3.671282832008532e-06,0.00017810493607935623,0.0001194,9833.291509121827,155,235
886,315.4909806,1,2,0.09976159817060352,0.0045152,35019748.89373948,3.6912354560955345e-06,0.00017810493607935623,0.0001182,13912.277845505854,151,236
887,315.4909813,5,6,0.09976159817060352,0.0049117,31656613.386034884,3.6812591440520326e-06,0.00017810493607935623,0.00011710000000000001,14235.260923330932,193,237
888,315.4909911,6,7,0.04133100102128719,0.0031477000000000002,8941319.112703979,3.7909985765305485e-06,0.00017810493607935623,0.000132,9074.078632409935,119,238
889,315.4909911,8,9,0.0446464929083029,0.0048347,15835171.02829135,3.751093328356543e-06,0.00017810493607935623,0.000272,12210.693252099221,182,239
890,315.4909927,7,8,0.038490455630483096,0.0046033,14844410.537579756,3.6912354560955345e-06,0.00017810493607935623,0.0001904,13848.055341613996,175,240
891,315.4959697,1,2,0.00018114946490122559,4.0000000000000003e-07,188.90953649085407,3.6912354560955345e-06,0.00017810493607935623,1.0000000000000001e-07,21.919388037575267,0,241
909,321.3741228,3,4,0.09976159817060352,0.0053045,78039084.77229941,3.631377583834526e-06,0.00017810493607935623,1.8900000000000002e-05,25094.319876288628,327,242
