,0,1,2,3,4,5,6,7,8,9,10
0,5.333050340497759e-06,1254734.2229764306,2.0,1.0,5.0,1422.1609622812318,0.09660393005370987,0.414445553651482,6.6765991208064,0.0,3.3866015254300548
1,-4.6290780857768235e-06,1254734.2229764306,2.0,2.0,5.0,1233.9861676495855,0.09660881523540049,0.4145743016292387,5.793064989275419,0.0,2.94483690225541
2,1.128470398445978e-06,1254734.2229764306,2.0,3.0,5.0,297.15715552433164,0.09602690757481416,0.4128366559350732,1.3952031423862081,0.0,0.7456150249805111
3,4.290083876081302e-08,1254734.2229764306,2.0,3.0,6.0,11.21596872747946,0.046959264196241905,0.16801472766903214,0.05271034820644347,0.0,0.04983480620134269
4,4.2791940978418204e-08,1254734.2229764306,2.0,3.0,7.0,11.21589215360865,0.04696105710572963,0.16802087477550445,0.0527111516040813,0.0,0.04983610435490546
5,4.5390565412805295e-08,1254734.2229764306,2.0,3.0,8.0,11.216117726589118,0.04691650747374839,0.1678681462059165,0.05269119506764692,0.0,0.049803851270697655
6,4.5219147172519674e-08,1254734.2229764306,2.0,3.0,9.0,11.21618635850329,0.04691956184408632,0.16787861648104813,0.05269256292020587,0.0,0.04980606238214609
7,1.0298680748781109e-07,1254734.2229764306,3.0,1.0,1.0,15.538329542390608,0.056400141360995505,0.2685183390848871,0.07295145125927949,0.0,0.06467579631013749
8,9.876683755296678e-08,1254734.2229764306,3.0,1.0,2.0,15.26230744165117,0.056809201550541324,0.2692934034007148,0.07165565511042112,0.0,0.06423242833048122
9,9.835126327419652e-08,1254734.2229764306,3.0,1.0,3.0,15.23429619766244,0.05684301016200378,0.2693414170815482,0.0715241284624195,0.0,0.06418356931221164
10,9.861562936085326e-08,1254734.2229764306,3.0,1.0,4.0,15.252134950570495,0.05682162956538289,0.26931144709172417,0.07160787775808856,0.0,0.06421475366173574
11,9.451327960661477e-08,1254734.2229764306,3.0,1.0,5.0,14.9687871229652,0.057105678182692896,0.26955190981152316,0.07027759439634446,0.0,0.06369163628951868
12,9.344902241578435e-08,1254734.2229764306,3.0,1.0,6.0,14.893019317186559,0.05716336944676699,0.2695353863959318,0.06992186013472625,0.0,0.06354261479074662
13,9.625221680239598e-08,1254734.2229764306,3.0,1.0,7.0,15.090594780987002,0.05699748497200825,0.2695085821381329,0.07084945072332147,0.0,0.06392346784766487
14,9.219080129969364e-08,1254734.2229764306,3.0,1.0,8.0,14.802233848873524,0.05722338440173261,0.26947271762473085,0.06949563807043985,0.0,0.06335951123608623
15,9.05889976044149e-08,1254734.2229764306,3.0,1.0,9.0,14.684752365947611,0.057287047757034484,0.2693229584574827,0.06894406420290387,0.0,0.06311555597996918
16,1.0298630167171121e-07,1254734.2229764306,3.0,2.0,1.0,15.538286341887268,0.056400198069931344,0.2685184644325783,0.07295130044318003,0.0,0.06467574925655568
17,9.876686398122556e-08,1254734.2229764306,3.0,2.0,2.0,15.26230921911145,0.05680919936564111,0.2692934001895786,0.07165566345305137,0.0,0.06423243140934624
18,9.835159701758358e-08,1254734.2229764306,3.0,2.0,3.0,15.234318754459572,0.056842983448296074,0.2693413805095916,0.07152423436394983,0.0,0.06418360890612296
19,9.861602321301208e-08,1254734.2229764306,3.0,2.0,4.0,15.252161482079167,0.05682159738287357,0.2693114009466025,0.07160800232148899,0.0,0.06421479985218129
20,9.451346688723861e-08,1254734.2229764306,3.0,2.0,5.0,14.968800374395784,0.05710566746668933,0.26955190982120275,0.07027765661167354,0.0,0.06369166203918143
21,9.34490099950082e-08,1254734.2229764306,3.0,2.0,6.0,14.893018427329126,0.05716337008286032,0.2695353860097158,0.0699218559574919,0.0,0.06354261302017611
22,9.625218520106109e-08,1254734.2229764306,3.0,2.0,7.0,15.090592590048274,0.05699748709811051,0.26950858371061104,0.07084944043709056,0.0,0.06392346376760054
23,9.219079667726768e-08,1254734.2229764306,3.0,2.0,8.0,14.802233512963348,0.057223384606018744,0.2694727173070799,0.06949563649328008,0.0,0.06335951054964942
