,0,1,2,3,4,5,6,7,8,9,10
0,5393.050518047522,4.34568222690396e-06,1.0,1.0,1.0,1012.5717367984157,0.2069440458734453,0.7285478277705978,4.753885185587654,0.0,2.4804146157305498
1,5035.498972056268,1.038551558273348e-05,1.0,1.0,2.0,884.8517159289337,0.18997050483901806,0.6671797742406236,4.154233608885667,0.0,2.1721020568623426
2,5077.151037083282,8.375181169924672e-06,1.0,1.0,3.0,899.3486717868661,0.1925263970999545,0.6746625729133273,4.222295634330399,0.0,2.2074110157151767
3,4938.56774573437,8.874979285452114e-06,1.0,1.0,4.0,851.9830384732167,0.1876350253355222,0.6574349967784147,3.999921476709126,0.0,2.093778251022324
4,4891.018256857347,1.13059466680041e-05,1.0,1.0,5.0,835.9800127976908,0.18504335329359012,0.6515500323242478,3.9247889149460424,0.0,2.054916134119816
5,4707.8832250300475,1.1579656717970312e-05,1.0,1.0,6.0,776.1333017805638,0.17907982325768892,0.6301786188007138,3.643818478838209,0.0,1.911449151047949
6,4839.536918584502,1.0918499873001061e-05,1.0,1.0,7.0,818.9476240449337,0.18347287288859218,0.6446879331976145,3.8448247375501134,0.0,2.014148805219353
7,5452.949054412523,1.5005116605884544e-05,1.0,1.0,8.0,1025.1150486651209,0.20129055544509353,0.7316119764847107,4.812753864509649,0.0,2.507022209977371
8,5344.338317549684,4.566575404811287e-06,1.0,2.0,1.0,994.6757376849835,0.2050820331177458,0.7217786619541734,4.6698645283914555,0.0,2.4374732807546007
9,5345.510119283481,9.654565854218367e-06,1.0,2.0,2.0,994.3603962844812,0.20015182203860973,0.7025105873251077,4.668358794045045,0.0,2.4342553080418274
10,5341.7569947335805,7.926335562740997e-06,1.0,2.0,3.0,993.3949448533149,0.20150701400290608,0.7060778493089381,4.663826984499518,0.0,2.4326669992512118
11,4347.18703177823,1.0457785860779607e-05,1.0,2.0,4.0,664.5530246637096,0.16812076053893632,0.5889287113409669,3.1199684190932935,0.0,1.644044589816115
12,5587.941807818589,1.0158293966847463e-05,1.0,2.0,5.0,1083.8321628427113,0.2073756591522408,0.7308060588102095,5.088413927832822,0.0,2.6478947934925317
13,5684.046130358821,1.4332074291847411e-05,1.0,2.0,8.0,1110.1295253482085,0.2085949946358593,0.7561643235631489,5.211880475475069,0.0,2.7102377350554643
14,5580.767670813191,4.241803938932223e-06,1.0,3.0,1.0,1083.0273506362378,0.21336184435368744,0.7512021253469355,5.084652721815163,0.0,2.6490072830844253
15,5055.469461026656,1.0290835950520848e-05,1.0,3.0,2.0,891.7179999683202,0.1906509555145146,0.6694475514490416,4.186469690128392,0.0,2.1885603228214534
16,4821.736910306141,8.710363262647815e-06,1.0,3.0,3.0,813.0861371778049,0.18402591487137082,0.6449056665107676,3.8173070972416103,0.0,2.0006665060564908
17,4630.535823679826,9.500066334207982e-06,1.0,3.0,4.0,751.4107050587229,0.17745283180457525,0.6216745789021064,3.527750829464815,0.0,1.8526018306346952
18,4943.49482972899,1.1139115487033735e-05,1.0,3.0,5.0,853.5452591818611,0.18677055416118393,0.6574432184477143,4.007254859645421,0.0,2.0970127069033024
19,5958.422243113538,9.186075392004839e-06,1.0,3.0,6.0,1229.2117040557057,0.2195292090381924,0.7719129140450882,5.7709469789932735,0.0,2.995238094015733
20,5031.53583073476,1.024442442575124e-05,1.0,3.0,7.0,883.5096662056113,0.1899041701610424,0.6666502293485688,4.147932943971696,0.0,2.168918557066369
21,5601.419955220736,1.4629319209190584e-05,1.0,3.0,8.0,1079.1126993479304,0.20590989775506394,0.7472300290069699,5.066262694583965,0.0,2.6360862961695144
22,5382.130257431689,4.44202853191859e-06,2.0,1.0,1.0,1008.5424051772754,0.2064728825190159,0.7267863220628954,4.734966588395451,0.0,2.4707197354572332
23,5938.070804106881,8.291345654155845e-06,2.0,1.0,2.0,1221.9862643605857,0.21975624771733648,0.7702465605814933,5.737024770408067,0.0,2.978390509062702
