,0,1,2,3
0,-0.04413119792320532,0.050905158839754945,0.19160004044912568,0.0
1,0.05341385678001377,0.07151240538574073,0.00964620797072604,1.0
2,0.07060063466485397,0.06878497729592092,0.0008524004044506477,0.0
3,0.046746582441732625,0.03310815160422001,0.1464000924706155,0.0
4,0.046233376498366764,0.0659684994226614,0.043917429021744406,0.0
5,0.0735352883777878,0.06635796538881647,0.00015184509633249863,1.0
6,0.06101835541974507,0.04363531884437817,0.08401427703812817,1.0
7,0.05054679757364473,0.07614493129181273,0.05331635567069098,0.0
8,0.06117406915887272,0.07030642804638834,0.053854815806718866,0.0
9,0.02862451660683113,-0.010394913670175088,0.13671383096030348,0.0
10,0.05162073671303222,0.047423757356906286,0.00721668303787668,0.0
11,0.06940946065810608,0.06560168359597947,0.004195789523844086,2.0
12,0.06842244635871832,0.16259061774699302,0.1438548904204117,2.0
13,0.08874525530240102,0.06311154280043953,0.007599345960129952,0.0
14,0.0854534276245129,0.07437487405742252,6.569657939790418e-05,2.0
15,0.062276606936092764,0.049114305951144376,0.020730339613907873,2.0
16,0.07239617119493177,0.07603455046367383,0.0006759256174853488,2.0
17,0.07294863094815866,0.06942143430528369,0.0008240844562279871,1.0
18,0.0013364108063302488,0.062153841831173395,0.11765882333351624,0.0
19,0.06682088451715683,0.06682088451715683,0.005805846124760688,1.0
20,0.03717759786216536,0.038724162006542315,0.025484824124730732,0.0
21,0.06946726796720273,0.06164343734929579,0.006727121890727426,1.0
22,0.0694589542952867,0.06577389219507263,0.00166128660147057,1.0
23,0.06813473704319165,0.06813473704319165,0.0025780697966785488,1.0
24,0.087668355797423,0.1642956560903369,0.0970707849820175,1.0
25,0.0730712198457652,0.060061131067672004,0.0020593860009895863,1.0
26,0.06752194205912346,0.06752194205912346,0.004152307735504323,2.0
27,0.07303125496488096,0.06379096161597876,0.0019153343170817724,1.0
28,0.1418952868634245,0.30836877283786485,0.21716112229326473,1.0
29,0.05633115548058642,0.06835510661100216,0.009932738236495419,1.0
30,0.06963570682929673,0.03541567107056646,0.007595826922736663,1.0
31,0.12687414212856718,0.027446708260315183,0.0008012729123915859,1.0
32,0.06993305213009295,0.06993305213009295,0.0025342542733993827,1.0
33,0.07483863559942802,0.07307259268858045,0.0010189933132157805,1.0
34,0.0688473294322467,0.05281923086132181,0.0074063261880235615,1.0
35,0.10895732618778575,0.0339131606540915,0.14173227040286537,1.0
36,0.06459440078241283,0.022794108562971913,0.01413651764722861,1.0
37,0.06483894132320478,0.028627269624871,0.06393798259639874,1.0
38,0.13410650659572018,0.09199650347465932,0.212384545065517,1.0
39,0.07976355904942573,0.05607865330037287,0.007592238074221445,1.0
40,0.05903490782485499,0.042575950503974225,0.06865529997663057,1.0
41,0.05142818127143581,0.031397794332688106,0.0007442631828792885,1.0
42,0.0678024683047537,0.029209388652759065,0.07072864505047696,1.0
43,0.06877480291028791,0.06692768359923462,0.022408289102763622,1.0
44,0.07522985022604195,0.05521569585084235,0.011171763317237004,1.0
45,0.07204945780427785,0.0687773486233527,0.004206432643944719,1.0
46,0.06504786347920784,0.025545561839423622,0.07912695850089833,1.0
47,0.07697928652818686,0.05086657840684823,0.001983991477583777,1.0
48,0.06396958832084566,0.07358596201878884,0.005348854156228007,1.0
49,0.06999501657745667,0.1389764387969767,0.22003480209236848,1.0
50,0.06139304265458225,0.06139304265458226,0.0016691144751669453,1.0
51,0.07909020974788596,-0.012205563680649484,0.13972432110068025,0.0
52,0.08535433686380255,0.07243329113291917,0.0004188077570204035,1.0
53,0.12719173141069315,0.11796489653899168,0.26384569669323465,0.0
54,0.28909351583063947,0.09332401598375951,0.2623990266553776,0.0
55,0.071181859925844,0.069342581498696,0.0016978481030860545,1.0
56,0.05540449649544227,0.04541473739248844,0.014698640868701679,0.0
57,0.06896134877587297,0.06896134877587297,0.006794968037916361,1.0
58,0.0338417755380356,0.07779015068816285,0.02869132686452357,1.0
59,0.021650676539653673,0.06955944882039408,0.01971747347352831,1.0
60,0.08509362942134954,0.10189249093478714,0.006843794556056288,0.0
61,0.07463511947631982,0.06578819984315387,0.0006171188191732436,1.0
62,0.06939476117986816,0.06939476117986816,0.0008481534642735401,1.0
63,0.37270053456170316,0.081603114948523,0.2368089612463644,0.0
64,0.07278807324856121,0.06500732907721353,0.006978003508496144,1.0
65,0.043445677172397286,0.067521721632431,0.01570209827694329,1.0
66,0.019180268630231444,0.11381190896596745,0.17764857032050504,0.0
67,0.07413908208814599,0.06849172318159591,0.0034650545399934987,1.0
68,0.20733180441831223,-0.0558196485557589,0.1394192412296423,0.0
69,0.13848604313662777,-0.016126734057170272,0.13083612761188912,1.0
70,0.04550956709155634,0.0490207160920121,0.02092807640159185,1.0
71,0.1526853040224453,-0.05137819747260526,0.13087979449208037,1.0
72,0.06540214779411388,0.023934791087176832,0.077351345201786,1.0
73,0.0641215158971017,0.05449332757308997,0.01893758206343538,1.0
74,0.03832126704957493,0.0714126017516708,0.026424629477053905,1.0
