,0,1,2,3,4,5
0,5185.33952076171,4.642112953419061e-06,1.0,1.0,1.0,8823378.711588733
1,5170.387878850172,9.965438478082961e-06,1.0,1.0,2.0,9099590.117985262
2,5539.698556342913,7.742186586373842e-06,1.0,1.0,3.0,11513407.978619907
3,5302.402941277687,8.127054967676099e-06,1.0,1.0,4.0,9763337.941273782
4,4767.1108067306695,1.2092014868006818e-05,1.0,1.0,5.0,5826044.356715586
5,5007.565361917884,1.1647135041646904e-05,1.0,1.0,6.0,7338123.209427067
6,4481.747489198294,1.1358009488071562e-05,1.0,1.0,7.0,4496510.449677081
7,4954.344886029412,1.680228522659384e-05,1.0,1.0,8.0,6401989.1869891845
8,5323.981231791197,4.482169562806314e-06,1.0,2.0,1.0,9789172.680753231
9,5393.627141786521,9.55951553481323e-06,1.0,2.0,2.0,10535545.001493242
10,5005.255765149885,8.602082603464237e-06,1.0,2.0,3.0,7965422.844675087
11,5017.603689094026,8.678285740540442e-06,1.0,2.0,4.0,8044043.413753361
12,4961.399305786059,1.1499819332231828e-05,1.0,2.0,5.0,7071553.37696105
13,5658.583994068318,1.0213556167499135e-05,1.0,2.0,6.0,12619854.591329223
14,5080.695113264259,9.984901070784815e-06,1.0,2.0,7.0,8549215.622398516
15,5175.142342066749,1.5813673459245445e-05,1.0,2.0,8.0,7689295.39121202
16,5605.232054137907,4.447430291262841e-06,1.0,3.0,1.0,12014842.57388721
17,5098.278028537438,1.0196240422266136e-05,1.0,3.0,2.0,8694394.705496224
18,6301.378494193972,6.720642285705269e-06,1.0,3.0,3.0,19167920.464035936
19,4642.531097953718,9.345029732470291e-06,1.0,3.0,4.0,5416502.560462937
20,4343.978106728974,1.2891933104740958e-05,1.0,3.0,5.0,3880596.3682790585
21,5239.410411292804,1.0672678237014876e-05,1.0,3.0,6.0,9623053.409574067
22,5018.572346103563,1.0398663654140961e-05,1.0,3.0,7.0,4312894.757607182
23,5068.407196357273,1.63195565033573e-05,1.0,3.0,8.0,7032959.734903147
24,5356.594411491726,4.36728427187428e-06,2.0,1.0,1.0,10027984.066688666
25,5272.70029512049,9.251692947840967e-06,2.0,1.0,2.0,9678067.230676718
26,4326.295929170226,9.58556851562623e-06,2.0,1.0,3.0,3964719.643632068
27,0.0,1.1507464790408479e-05,2.0,1.0,4.0,4740345.176261333
28,0.0,1.8718478470057024e-05,2.0,1.0,5.0,5204247.560622228
29,4557.165701765536,1.2737229275038794e-05,2.0,1.0,6.0,4331531.540547558
30,4646.726334662224,1.2054756657470523e-05,2.0,1.0,7.0,4804846.714977832
31,4440.56695660219,1.1175859886066584e-05,2.0,1.0,8.0,8283548.454252752
32,4601.308889475411,1.7830963228772816e-05,2.0,1.0,9.0,8419841.989357814
33,5102.616980521454,4.569504158546925e-06,2.0,2.0,1.0,7424287.255393408
34,5062.829790851935,9.824457703492616e-06,2.0,2.0,2.0,3466241.3687962224
35,4909.855968947888,8.660512647213188e-06,2.0,2.0,3.0,4428041.923737957
36,0.0,1.1701065042728855e-05,2.0,2.0,4.0,3649895.5136439875
37,0.0,1.565048726662023e-05,2.0,2.0,5.0,8093501.012118071
38,4230.899706355091,1.3973129791547283e-05,2.0,2.0,6.0,8191012.817294439
39,4479.457538978583,1.2361226369794743e-05,2.0,2.0,7.0,9576458.967837825
40,4269.791453667565,1.1538845751663995e-05,2.0,2.0,8.0,4491195.54081602
41,5234.733153562544,1.551386591485732e-05,2.0,2.0,9.0,2730647.752661956
42,5087.618435630069,4.6522849944875775e-06,2.0,3.0,1.0,13710752.414253604
43,5253.937602615832,9.415267605866476e-06,2.0,3.0,2.0,5664134.147105337
44,4441.220906936647,9.314421619753161e-06,2.0,3.0,3.0,7189179.586977204
45,3977.965650265032,1.1007114360240082e-05,2.0,3.0,4.0,19558582.73070415
46,0.0,1.5013876905015032e-05,2.0,3.0,5.0,17345714.119288646
47,0.0,1.5428397295942122e-05,2.0,3.0,6.0,18717308.709593486
48,5789.342480493878,9.424246983829083e-06,2.0,3.0,7.0,21584428.83676827
49,4702.089454628012,1.0662506612468165e-05,2.0,3.0,8.0,16508666.888237868
50,5095.098920422103,1.6210911515139063e-05,2.0,3.0,9.0,16449121.16599836
51,6352.6814350983395,1.4266502508325438e-05,3.0,1.0,1.0,18160025.566369727
52,6364.427866708438,1.7521146712921834e-05,3.0,1.0,2.0,18130787.32942647
53,6195.051533366706,2.1282020108308333e-05,3.0,1.0,3.0,15706607.455728436
54,6462.836047255142,1.62456593240282e-05,3.0,1.0,4.0,16759557.085278837
55,6366.179912337021,1.939044452892994e-05,3.0,1.0,5.0,7886978.481784476
56,6252.595825789723,2.320288173550806e-05,3.0,1.0,6.0,17753347.914526887
57,6488.130577531736,1.9239270511399444e-05,3.0,1.0,7.0,10292746.24834041
58,6408.785090130301,2.25121707384549e-05,3.0,1.0,8.0,14746809.243426481
59,6210.577720617227,2.5702170005630246e-05,3.0,1.0,9.0,17689462.710073054
60,0.0,6.110090913057511e-05,3.0,2.0,1.0,15477190.754818132
61,6012.08932221981,2.208725343428078e-05,3.0,2.0,2.0,14928432.398993667
62,5310.649486672242,2.0299291264073268e-05,3.0,2.0,3.0,13647290.594509242
63,6316.902238904599,2.0387964562937324e-05,3.0,2.0,4.0,5889029.49608614
64,5503.606429846862,2.5872479417350527e-05,3.0,2.0,5.0,21445769.55211313
65,0.0,3.377839018309825e-05,3.0,2.0,6.0,16520553.342348041
66,6073.57779756415,2.375978978058415e-05,3.0,2.0,7.0,16659508.048535533
67,6354.084969205892,2.2155054116137177e-05,3.0,2.0,8.0,20461131.450804945
68,6187.514032276698,2.5832890555574898e-05,3.0,2.0,9.0,18263655.79854832
69,6182.576752272061,1.860116961485577e-05,3.0,3.0,1.0,16074850.046581253
70,5972.795486483095,2.2847857349215266e-05,3.0,3.0,2.0,19131572.786925655
71,4848.079309509311,2.3478885080516925e-05,3.0,3.0,3.0,17028597.859625105
72,6441.30729590429,1.628464976986812e-05,3.0,3.0,4.0,17861574.944784988
73,6364.3769548456,1.949572161954899e-05,3.0,3.0,5.0,16831302.89120844
74,6273.316543831276,2.3128441111319553e-05,3.0,3.0,6.0,17262343.331123065
75,6637.876315090899,1.8669345896533137e-05,3.0,3.0,7.0,15896148.292396992
76,6408.145234956614,2.20139730019484e-05,3.0,3.0,8.0,19826273.161752705
77,6247.521482859025,2.563144293422378e-05,3.0,3.0,9.0,17623969.74231701
78,6312.628028877654,1.420806863819058e-05,4.0,1.0,1.0,14819889.196612338
79,6335.590189270271,1.7472273442440218e-05,4.0,1.0,2.0,19117808.602930654
80,6138.053187232483,2.14294940229928e-05,4.0,1.0,3.0,8636527.676450865
81,6424.488795851184,1.6434938207351793e-05,4.0,1.0,4.0,18439730.92717631
82,6429.940381954051,1.944322641026128e-05,4.0,1.0,5.0,15003987.471971096
83,6199.763731419877,2.348768686546488e-05,4.0,1.0,6.0,16911498.00926063
84,6587.890784332971,1.874489524249648e-05,4.0,1.0,7.0,16116135.577425178
85,6349.192217166875,2.225658310352307e-05,4.0,1.0,8.0,9954876.779010288
86,6121.110228529722,2.6757178547027377e-05,4.0,1.0,9.0,16268826.969158318
87,6308.982171447976,1.4307398245215028e-05,4.0,2.0,1.0,15321461.37840178
88,5399.289957794881,2.1214167663829564e-05,4.0,2.0,2.0,19182851.198482152
89,6151.626206212787,2.151013523174458e-05,4.0,2.0,3.0,17203581.27308298
90,6163.857648786111,1.7549321024950987e-05,4.0,2.0,4.0,15494662.49402576
91,6394.963372870322,1.9319100940531787e-05,4.0,2.0,5.0,14905419.081615595
92,6233.300167683967,2.3835932725793816e-05,4.0,2.0,6.0,18987673.1075873
93,5346.9798602784285,2.396192212239627e-05,4.0,2.0,7.0,15744817.431594193
94,6226.250788271788,2.3016330927569786e-05,4.0,2.0,8.0,17955337.139512725
95,6171.523351762237,2.58679890208322e-05,4.0,2.0,9.0,12885038.37274924
96,6316.846236410356,1.4244398984521041e-05,4.0,3.0,1.0,15093516.199083872
97,6356.6205936048855,1.755756139505644e-05,4.0,3.0,2.0,20609300.779690407
98,5933.97725902233,2.2083409423841515e-05,4.0,3.0,3.0,18308266.400178846
99,6092.626027106851,1.8871518913492775e-05,4.0,3.0,4.0,19922796.55047473
100,6465.088282363712,1.914295853050726e-05,4.0,3.0,5.0,15038937.06687505
101,6182.626689793334,2.349010915897259e-05,4.0,3.0,6.0,16869757.401071988
102,6310.11088401418,2.0476912905056517e-05,4.0,3.0,7.0,16800948.491979923
103,5825.749614426825,2.3893564603960837e-05,4.0,3.0,8.0,16958616.177504946
104,6149.350545378313,2.6471899033926086e-05,4.0,3.0,9.0,16802219.986900758
105,6424.024355041572,8.881782374211292e-06,5.0,1.0,1.0,16252216.818616854
106,6455.7385820611225,2.427972615758486e-05,5.0,1.0,2.0,15836578.768761571
107,6389.007267721269,1.4138347292638359e-05,5.0,1.0,3.0,17057377.622701716
108,6188.956352586188,1.8060699657862953e-05,5.0,1.0,4.0,16850964.68665772
109,6042.565698662605,2.1809694770938976e-05,5.0,1.0,5.0,17715204.059272517
110,6277.49484466702,1.7035929326815882e-05,5.0,1.0,6.0,18433822.970889106
111,6396.555578573108,1.955198500904156e-05,5.0,1.0,7.0,19803329.119053423
112,6295.162251018333,2.335107910379653e-05,5.0,1.0,8.0,14777931.588227592
113,6312.3218102923665,1.9795209217070395e-05,5.0,1.0,9.0,20169354.21339308
114,6189.055909493012,2.3365485657286638e-05,5.0,1.0,10.0,14987262.56959041
115,6343.109448897807,2.5594767941511535e-05,5.0,1.0,11.0,19241398.903304268
116,6062.45412082381,2.1631636085500078e-05,5.0,1.0,12.0,15175230.0688385
117,6401.649728102961,2.7522496085502875e-05,5.0,1.0,13.0,17040338.50990595
118,0.0,5.985820273267692e-05,5.0,1.0,14.0,15897678.75026233
119,0.0,-0.016978462056488074,5.0,1.0,15.0,16735212.759985497
120,6389.633357964636,4.189563223055486e-05,5.0,1.0,16.0,15456385.0973005
121,6352.233932058186,4.083139033296784e-06,5.0,1.0,17.0,16979087.67418547
122,6128.3457866223425,3.286982660575098e-05,5.0,1.0,18.0,14756183.01181643
123,6388.5748662701635,8.820904024357615e-06,5.0,2.0,1.0,17366244.722753834
124,6131.30710794068,2.5147121305739818e-05,5.0,2.0,2.0,15527271.975171376
125,6323.271006215628,1.4211113718841576e-05,5.0,2.0,3.0,17827321.070375606
126,6204.286610096176,1.8111224055223346e-05,5.0,2.0,4.0,19085911.219054103
127,0.0,-0.006815090877375842,5.0,2.0,5.0,16545156.61454243
128,6280.806519328509,1.6888036361160412e-05,5.0,2.0,6.0,19457468.6193027
129,6242.492716331291,2.01220339824001e-05,5.0,2.0,7.0,14615523.159115463
130,6283.667481372512,2.319765196779858e-05,5.0,2.0,8.0,19238875.564159922
131,6244.731447853747,1.9852293666366953e-05,5.0,2.0,9.0,14622490.709480433
132,6287.908855894701,2.2496650362569347e-05,5.0,2.0,10.0,17855680.93854027
133,6114.267249864661,2.6665461399057487e-05,5.0,2.0,11.0,14450032.316179711
134,6372.8894591882145,2.1601056852430707e-05,5.0,2.0,12.0,14340109.27201531
