,0,1,2
0,0.04759487720960542,0.09882815006572149,0.0010793414304451324
1,0.0690272516620984,0.06902725166209839,0.0013567810655910938
2,0.03405928399858661,0.09391030123335457,0.019858985485448007
3,0.07140566404028253,0.08530458043044363,0.005313801112617556
4,0.06971421710350646,0.0956024031446799,0.038445222742886885
5,0.06717327499439031,0.06717327499439031,0.00192297402815449
6,0.048433091199392354,0.03647565417072782,0.08304744622070069
7,0.12890230023037863,0.1647656493280568,0.14718964661005213
8,-0.034094591323386325,2.6925825821317084,1.216061207068797
9,0.03902480534961266,0.03360740167587339,0.11701223740920211
10,0.05459226158490168,0.11339440668514303,0.0061268749967901505
11,0.06969091571175683,0.188352899290352,0.19875797020530236
12,0.13837685027485125,0.058775286618556556,0.08065635628521307
13,0.06957598212886502,0.0736369376360267,0.0026762839446117237
14,0.07428477859648301,0.07,9.813077866773595e-18
15,0.055869596353160786,0.05267280800820679,0.01333776632680592
16,0.052216157146717256,0.08364686598838103,0.021803929783077096
17,0.0711428774741262,0.05960037861390319,0.04549158084209302
18,0.12877702343618144,0.11320483864946537,0.01544583359661561
19,0.04234387570430936,0.06962552388731816,0.016192670138149793
20,0.0834581427089304,0.026890590782711096,0.08312811213304383
21,0.08648587654475093,0.08157807218190127,0.009596655508973253
22,0.08957908433225585,0.07581513037853999,0.004710154699100038
23,0.021554985305790184,0.010476555727438414,0.0859432893089137
24,0.0662424884503632,0.0662424884503632,0.0025233927843610737
25,-0.039917522580917256,0.17710898877542414,0.14968767607819736
26,0.11281347968874293,0.12003062140798881,0.2525432074744533
27,0.04423888890071893,0.06390186652541137,0.001074021414636532
28,0.14909029694063589,0.02256336695145,0.04495248714864725
29,0.06202659600224105,0.03209141783566154,0.02280713895429972
30,0.1024990333711564,0.10187216585720117,0.2139821411213454
31,0.0610052213306264,-0.01411041431699106,0.11463002330946104
32,0.04499060371417141,0.031016323570523703,0.013661887840178051
33,0.06191869382056176,0.06035450639824882,0.01630917172840927
